original_text,text,pcl_label,par_id,art_id,topic,country,similarity,is_augmented
"From his personal story and real-life encounters with poor families , manpower correspondent Toh Yong Chuan suggested shifting the focus from poor parents who repeatedly make bad decisions to their children ( "" Lifting families out of poverty : Focus on the children ; last Thursday ) .","From his personal story and encounter with poor families in real life, human correspondent Toh Yong Chuan suggested shifting the focus to poor parents who repeatedly make wrong decisions to their children (“Take families out of poverty: Focus on children; last Thursday).",1,817,@@7532054,poor-families,sg,0.94715905,True
""" Unbelievable . They 're pitting two poor families against each other and making them feel guilty about helping somebody for our entertainment ? ""","""Incredible. They compare with each other with two poor families, making them feel indifferent about the entertainment that helps someone?""",0,89,@@3317664,poor-families,au,0.7939185,True
"In a follow-up Instagram post , Reyez detailed , "" Yes this is who gatekeeper is about . My experience did n't get this awful . I hope these women find justice . ""","Reyez details in a subsequent Instagram post: ""Yes, this is the gatekeeper's identity. My experience is not bad. I hope these women find justice.""",0,751,@@24610584,women,ng,0.93631494,True
"The President of Ufuoma Fish Farmers Association , a model in the sub West African region with over 600 farmers operating in a cluster , told our correspondent that his association is capable of meeting 70% of protein needs of Deltans if given the desired support .","The Ufuoma Farmers Association President, a model in West Africa with more than 600 farmers operating in a cluster, told our correspondent that his association will be able to meet 70% of the protein needs if it is given the support needed.",0,203,@@17188116,in-need,ng,0.8118709,True
""" I 'm happy enough now . I 'm hopefully going into LIT to do social care and after the four years do a year add-on to work with disabled children in primary school , "" the Kilmallock man explained .","""I'm very happy now. I hope to be able to enter social care and work with children with disabilities in primary schools every year in four years,"" the Kilmallock man explained.",0,7617,@@20054599,disabled,ie,0.86881876,True
"Thus , the education -- labour market connection is characterised by a vicious circle whereby poor children obtain poor quality education , which in turn limits their participation in the economy and obstructs the next generation 's efforts to get a good education . Our research has identified low-quality education as the main poverty trap holding back upward mobility of children from poor families .","Therefore, the education-labor market link is characterized by a vicious cycle in which poor children receive poor quality education, which in turn limits their participation in the economy and hinders the efforts of the next generation to obtain a good education. Our research identified low-quality education as the main poverty trap, hindering the upward mobility of children in poor families.",1,3087,@@23215041,poor-families,ie,0.9607934,True
"Nawal Soufi , an Arabic-speaking Italian based in Sicily who is often contacted by migrants in distress , told AFP she had had a call earlier today about a boat in trouble with some 600 people on board .",Nawal Soufi is an Arabic-speaking Italian based in Sicily and often contacts migrants in distress.,0,1202,@@3489267,migrant,ie,0.7680919,True
""" Because it was easier and cheaper than Europe , "" he says . "" At that time Australia was a leading country , welcoming refugees and giving them shelter . I was thinking about the future of my children and thinking about the future of my own life . "" At that time too , record numbers of asylum seekers were reaching Australia by boat and the Gillard government was desperately casting around for ways to deter them . Mr Syed hopes his family can keep themselves relatively safe in Quetta secluded in the predominantly Hazara suburb where they live . To travel outside that enclave is to take a grave risk . This is consistent with independent reports on the situation in the city . The Human Rights Commission of Pakistan says the city 's Hazaras "" have retreated to just a couple of localities in Quetta to avoid being targeted "" .","""Because it's easier and cheaper than Europe,"" he said. ""Australia was a leading country at the time, welcoming refugees and giving them shelter. I was thinking about the future of my children and thinking about the future of my own life."" At the time, record asylum seekers arrived in Australia by boat, and the Girard government desperately surrounded the casting to stop them. Mr. Syed hopes that his family will remain relatively safe in Quetta, where they live. Traveling outside that enclave is adventure. This is consistent with the independent report on the situation in the city. The Pakistan Human Rights Commission said the city's Hazaras ""retreats to several areas of Quetta to avoid being targeted"".",0,4395,@@2658601,refugee,au,0.9528018,True
"Mr Tuju , the Cabinet Secretary without portfolio , says the government is on top of the humanitarian crisis situation across the country and will ensure those in need receive the help they need .","Mr Tuju, the Cabinet Secretary without a portfolio, said the government was at the top of a national humanitarian crisis and would ensure that those in need would receive the help they needed.",0,5718,@@24433372,in-need,ke,0.9357259,True
"This is one of the doors , which the foreign investors use or likely to use . Unfortunately the provision does not qualify and specify the nature of immigrant quota . Asians are now flooded the market under the name of foreign investors .","This is one of the doors that foreign investors use or may use. Unfortunately, the provision is not eligible and specifies the nature of the immigration quota. Now, Asians are flooding the market in the name of foreign investors.",0,2646,@@1794867,immigrant,tz,0.96956885,True
"The storm 's path forced the largest evacuation in Miami-Dade County history and sent millions of Floridians fleeing . It 's the first major hurricane to hit Florida since Wilma in 2005 and has already laid waste to the small island of Barbuda , killed at least 25 people and left thousands homeless across the Caribbean .","The storm's road forced the largest evacuation in Miami-Dade County's history and sent millions of Floridians to escape. It was the first major hurricane to hit Florida since Wilma in 2005, and has wasted the small island of Barbuda, killing at least 25 people and leaving homeless in the Caribbean.",0,5789,@@20471590,homeless,in,0.9808473,True
"Research shows that families constitute a large and growing percentage of the area 's homeless population , especially in rural areas . Abuse , underemployment , serious illness and social isolation can often put a family in crisis with no place to go . Home Horizon bridges the identified critical gap between emergency shelter and independent living by finding vulnerable people in crisis a safe place to live through transitional housing and personal support/counselling to re-establish their lives .","Research shows that families make up a large and growing population of the homeless population in the region, especially in rural areas. Abuse, underemployment, severe illness and social distancing often leave families with nowhere to go. Home Horizon bridges the key gap identified between emergency shelter and independent living by finding vulnerable groups in crisis to rebuild safe places for living through transitional housing and personal support/counseling.",0,1180,@@4292818,homeless,ca,0.9654369,True
"U.S. and European officials remain deeply worried over what they say are unrelenting Russian actions -- including cyber attacks , fake news reports and support for right-wing parties -- aimed at boosting the election prospects of anti-immigrant politicians in France , Germany and the Netherlands and undermining popular support for the European Union and NATO .","U.S. and European officials remain very concerned about what they call Russian actions, including cyberattacks, fake news coverage and support for right-wing parties - aimed at promoting the electoral prospects of anti-immigrant politicians in France, Germany, Germany and the Netherlands and undermining popular support for the EU and NATO.",0,205,@@16987193,immigrant,my,0.9462562,True
- Audit/upgrade PRD and BOS to handle the anticipated explosion of homelessness .,- Review/upgrade PRD and BOS to handle the expected homelessness.,0,2941,@@21367593,homeless,jm,0.91533524,True
""" If a single human being is rendered homeless and forced to live in the street in any country , it is shame to the people of that country , "" he adds .","He added: “If a person is homeless and forced to live in the streets of any country, it is a shame to the people of that country.”",1,3954,@@1815374,homeless,tz,0.9220485,True
"Throughout history , the Philippines has accepted refugees , among them White Russians in the ' 20s , Jewish refugees in the ' 30s , the Vietnamese boat people in the ' 70s , and refugees from East Timor in 2000 .","Throughout history, the Philippines has accepted refugees, including white Russians in the 1920s, Jewish refugees in the 1930s, Vietnamese crew members in the 1970s, and refugees from East Timor in 2000.",0,6018,@@19109286,refugee,ph,0.97148323,True
""" This nostalgia of homelessness is the fate of my generation and tribe . I am not the only one walking on this pathway of anguish , a whole caravan of wounded souls is walking with me . "" ( Ashfaq Ahmed )","""This homeless nostalgia is the fate of our generation and tribe. I am not the only one walking on this painful journey, a caravan of all wounded souls is walking with me."" (Ashfaq Ahmed)",1,1123,@@4661628,homeless,pk,0.9809004,True
"The governor of the home state of the late sage is bent on destroying the pillars upon which the icon built by sending students who are self-sponsored or from poor families but struggling to get good education to better their lives out of the school , thereby denying them of one of the fundamental human rights as enshrined in the constitution of the Federal Republic of Nigeria , which he swore to uphold on May , 29 , 2011 .","The government of the home state of the late sage is bent on destroying the pillars upon which the icon built by sending students who are self-sponsored or from poor families but struggling to get good education to better their lives out of the school , thereby denying them of one of the fundamental human rights as enshrined in the constitution of the Federal Republic of Nigeria , which he swore to uphold on May , 29 , 2011 .",0,561,@@1836575,poor-families,ng,0.97155863,True
"As for disabled residents who have difficulties leaving their homes , there are "" ICA home-visit teams "" who will facilitate the process . It 's an existing procedure , added Mr Lee .","As for disabled residents who are in trouble, having an “ICA Family Visit Team” will facilitate the process. Mr. Li added that this is an existing procedure.",0,8368,@@15315126,disabled,sg,0.8600168,True
"Film star Reema also believes that this is n't the time for iftar parties so she was n't throwing any . "" I think we should save every penny at this time and send it to help for flood victims . Hundreds of thousands of people are waiting for our help and the money which is otherwise spent on iftar parties should be sent to these people in need , "" she maintained .","Movie star Reema also thought that this wasn't the time of the IFTAR party, so she didn't throw anything out. She insisted: ""I think we should save every penny now and send it to flood victims. Thousands of people are waiting for our help or the money that will be spent on fasting should be sent to those in need.""",1,7846,@@4517782,in-need,pk,0.8974789,True
"At the Kashmere Gate ISBT , another team of former defence personnel was greeted with a salute of ' Jai Hind saab ' by a homeless man .","At Kashmere Gate ISBT, another homeless person pays tribute to another former team of defense “Jai Hind Saab.”",0,3692,@@8287644,homeless,in,0.834285,True
"Terry has been consistent in his desire to continue playing beyond this season , but the veteran defender 's body is proving increasingly vulnerable to injury and he has not started a Premier League match since straining ankle ligaments against Swansea City in September .","Terry's desire to continue playing after this season has remained consistent, but the experienced defender's body is increasingly vulnerable to injury and has not started the Premier League since his ankle ligament against Swansea City in September.",0,6305,@@15885262,vulnerable,ng,0.9699933,True
Eye witness who sought anonymity said the illegal immigrants were spotted by some of the villagers who were heading to their farms in the morning .,Witnesses seeking anonymity said illegal immigrants were found by some villagers who went to the farm in the morning.,0,1353,@@1812629,migrant,tz,0.8694218,True
"More than a million migrants have arrived in Germany in the last three years , many of them fleeing conflict in the Middle East , causing concern that anti-Semitism could increase .","Over one million immigrants have arrived in Germany over the past three years, many of whom have fled the Middle East, raising concerns that anti-Semitism may increase.",0,3711,@@22256772,migrant,us,0.9553451,True
Hawke 's Bay is an early beneficiary with funding allocated to the repair of the Napier to Wairoa railway line which is aimed at taking 5700 logging trucks off a vulnerable road link .,"Hawke's Bay is an early beneficiary whose funds were allocated to Napier to Wairoa Railway Line, aiming to take 5,700 loggers from fragile road links.",0,3741,@@23467780,vulnerable,nz,0.9127191,True
"Then , taking the art of counter-intuitive nonsense to supreme heights , we had people saying this is proof that we need to take in more Syrian refugees - conveniently ignoring all the links to Syria shared by the attackers in both Paris and Brussels .","Then, bringing the art of counterintuitive nonsense to the highest level, we say it is a proof that we need to attract more Syrian refugees – conveniently ignoring all the Syrian connections shared by the attackers of Paris and Brussels.",0,1776,@@7919587,refugee,ie,0.8029811,True
"The leave camp want the drawbridge pulled up , they want fewer immigrants , and they express horror at the notion of a "" United States of Europe . ""","The vacation camp hopes the suspension bridge is pulled up, they want fewer immigrants, and they express horror about the concept of ""European America"".",0,2677,@@9507560,immigrant,nz,0.75860316,True
"From left : Keynote speaker , Prof. Mosunmola Imasogie ; convener , Dr Adepeju Oti ; and representative of the wife of the governor of Oyo state , Mrs Rose Oyedele , at the international conference on raising girls ambition , combating violence against women and the girl-child in Africa and beyond in IbadanNAN PHOTOS","From left: keynote speaker, Professor Mosunmola Imasogie; convener, Dr. Adepeju Oti; and Mrs. Rose Oyedele, wife representative of the governor of Oyo State, to fight against women’s violence and African girls at the International Conference on Raising Girls and to combat violence in photos of Ibadannan.",0,4772,@@16294409,women,ng,0.9313619,True
"In contemporary Nepal , parents of poor families sell their children to orphanages ( or sometimes simply hand them over without any payment ) . The orphanage then misrepresent them as "" orphans "" , ensuring an income for the orphanages .","In contemporary Nepal, parents of poor families sell their children to orphanages (or sometimes just hand them over without paying). The orphanage then distorts it as “orphans” to ensure the income of the orphanage.",0,4941,@@21278322,poor-families,gh,0.9872949,True
"Tewari said , "" Those people who are in the public domain need to understand that discourse is a two-way thing . Discourse can not be a monologue . ""","""Those in the public sphere need to understand that discourse is a two-way thing. Discourse is not monologue,"" Turi said.",0,4253,@@4101327,in-need,in,0.7774378,True
"Speaking to the media , one protester said that building a garment factory in Kalkudah would be more productive as it can provide job opportunities to the people who are disabled and those widowed by the war . The protester also condemned the recent attack on two journalists who tried to report on the distillery construction .","Speaking to the media, a protester said that building a clothing factory in Karkuda would be more productive as it could provide job opportunities for people with disabilities and widowed in war. Protesters also condemned the recent attack on two journalists who tried to report on the construction of the brewery.",0,5706,@@18307045,disabled,lk,0.8809901,True
It is worth noting that 23 children coming from vulnerable families in the community benefit from scholarship awards from our organization including 3 in pre-school and 20 at the SOS primary school .,"It is worth noting that 23 children from vulnerable families in the community benefited from our organization’s scholarship awards, including 3 preschoolers and 20 from SOS primary schools.",1,4160,@@4084206,vulnerable,gb,0.9584114,True
Sri Lanka has emphasized at a recent UN event held in Geneva that it is incumbent on all stakeholders to strive to create a culture of respect for equality and non-discrimination and to work towards dispelling the myth of inferiority attributed to women over centuries .,Sri Lanka stressed in a recent United Nations event in Geneva that all stakeholders have a duty to build a culture of respect for equality and non-discrimination and to work to eradicate the myth of inferiority among women over centuries.,0,1786,@@24524877,women,lk,0.94282854,True
"If you or anyone you know is feeling depressed , suicidal or in need of support you can contact Lifeline on 13 11 14 or KidsHelpline 1800 55 1800 . Both lines are staffed around the clock .","If you or anyone you know is frustrated, commit suicide or need support, you can contact Lifeline on 13 11 14 or Kidshelpline 1800 55 1800. Both lines are all-weather.",0,8293,@@15744494,in-need,au,0.9097369,True
"In 1918 , Anzac soldiers not only witnessed some of the killings in what is now modern day Syria , but a film crew was with them , and captured precious footage of refugees fleeing the slaughter .","In 1918, Anzac soldiers not only witnessed some of the killings in modern Syria, but the film crew was with them and captured valuable shots of refugees fleeing the massacre.",0,7367,@@4891829,refugee,nz,0.97209966,True
A Brisbane woman behind a charity committed to providing women in need with personal hygiene products says no woman should ever be forced to go without .,"A Brisbane woman behind a charity is committed to providing personal hygiene products to women in need, saying no woman can be forced to do without.",1,8685,@@8303210,in-need,au,0.8544801,True
""" The organizers have directed the council to get us off the streets . We feel a little bit like homeless people . ""","""The organizers directed the council to let us go off the streets. We are kind of like homeless people.""",0,7950,@@24117555,homeless,hk,0.96045345,True
The emir said the call became imperative in order to encourage the younger generation especially those from poor families to achieve their educational aspirations .,"Emir said he called for the younger generation, especially those from poor families, to realize their educational aspirations.",0,7318,@@20140899,poor-families,ng,0.8162308,True
""" It 's a major problem , especially attracting the new immigrants who are coming over now , "" Michael continued . "" It 's very difficult to get them interested in the association . ""","""This is a major issue, especially to attract new immigrants coming now,"" Michael continued. ""It's hard to get them interested in the association.""",0,2488,@@4810728,immigrant,ie,0.9727488,True
"Nerdy Fashionista , hopeless shopaholic , shamelessly vain and a firm believer in "" ALWAYS "" looking fabulous even through her hectic &amp; frustrating role as a Bio . Engineer . Nurturing a secret crush on all fashionable Men , she wishes she 'd have a Men 's fashion line one day . Her glasses and confidence are her best accessories regardless of countless jewelry and cute shoes and bags . Be sure to trust fashion through her eyes ! @toekunbore : do n't be shy to say hi on twitter !","Nerd fashionista, desperate shopaholic, shamelessly futile, firmly believes that even in her busyness, it always looks great and frustrating characters as a creature. Engineer. She hopes she has a man’s fashion collection one day. No matter the myriad jewelry, cute shoes and bags, her glasses and confidence are her best accessories. Be sure to trust fashion through her eyes! @toekunbore: Don’t be shy to say hello on Twitter!",0,5598,@@1811744,hopeless,ng,0.931171,True
"Hollywood has struggled with diversity and accusations of discrimination against racial minorities and women , "" but this is taking it a step further . It 's not we 're ignoring people , it 's we 're abusing people . ""","Hollywood is struggling with diversity and discrimination against ethnic minorities and women, “but that’s going further. It’s not that we ignore people, it’s that we abuse people.”",0,2312,@@21553696,women,ke,0.935359,True
"Co-founder of Motivation , David Constantine MBE , said : "" Disabled people can be the most vulnerable in a disaster and are often deprived of rescue and evacuation services .","""People with disabilities are probably the most vulnerable in disasters and are often deprived of rescue and evacuation services,"" said David Constantine MBE, co-founder of motivation.",0,959,@@662217,vulnerable,gb,0.92434394,True
"A charity based in Cork that trains assistance dogs to assist physically disabled children and adults to carry out a range of practical tasks , is celebrating securing backing from the charitable arm of one of the UK 's biggest and most successful independent pet food companies .",A Cork-based charity that trains aid dogs to assist children and adults with physical disabilities in a range of practical tasks is celebrating support from one of the largest and most successful independent pet food companies in the UK.,0,5018,@@21262314,disabled,ie,0.9389054,True
"Carlos Martinez ( 3-4 ) struggled in his fourth start since returning from the disabled list ( right lat strain ) . He allowed seven runs ? five earned ? on eight hits in four innings with two walks , three strikeouts and two wild pitches . The right-hander is 0-2 with an 8.10 ERA since being activated on June 4 .","Carlos Martinez (3-4) struggled in his fourth inning since the return of the Disabled List (LAT Right). He allowed seven runs? Five made? Eight hits, two walks, three strikeouts and two wild courts in four innings. Rights were 0-2, with an ERA of 8.10 since activation on June 4.",0,4956,@@25257526,disabled,us,0.9247371,True
Staff of Chicago 's Department of Family and Support Services spent the day patrolling areas where the homeless are known to congregate .,"Chicago Family and Support Services staff spent a day patrolling, gathering in homeless places.",0,5949,@@2214419,homeless,au,0.9234277,True
"Even if the dog had been a homeless stray , she said , it should not have been euthanised on the spot .","She said even if the dog was a homeless wanderer, he should not be euthanized on the spot.",0,636,@@21088988,homeless,my,0.8828943,True
"Activists such as Abidi , paralympic athelete Pradeep Raj and Dr Satendra Singh , coordinator , enabling unit , University College of Medical Sciences , also questioned the idea of have one or two exclusive coaches for the disabled in a train , terming this as "" apartheid "" against the disabled .","Activists such as Abidi, Athelete Pradeep Raj of the Paralympic Games and Dr. Satendra Singh, coordinator of the support unit of the University’s School of Medical Sciences, also questioned the idea of ​​having one or two disabled coaches on the train, saying it was a “please ask for princess” for disabled people.",0,1905,@@7064344,disabled,in,0.77140456,True
""" Numerous roads across the country were blocked , stopping emergency vehicles getting to people in need and an ambulance is now off the road while being repaired , "" said Deputy Chief Constable Mark Roberts , the NPCC Lead for Football Policing .","""Many roads across the country are blocked from reaching those in need, and ambulances are now on the road while repairing,"" said Mark Roberts, deputy chief police officer of NPCC football police.",0,8334,@@25604249,in-need,gh,0.8973292,True
Al-Shabaab militants have isolated Hudur and many other towns in Bakool from other towns in the country and have been blocking humanitarian assistance from reaching vulnerable populations there .,Al Shabaab militants isolated many other towns in Hudur and Bakool from other towns in the country and have been preventing humanitarian aid from reaching the vulnerable population there.,0,6227,@@9475607,vulnerable,ke,0.93204856,True
"However , "" when a major male rock star who could do anything at all with his life decides to focus on the rights of women and girls worldwide - well , all that 's worth celebrating "" .","But, “when a major male rock star can do anything completely with his life, it’s decided to focus on the rights of women and girls around the world – well, it’s all worth celebrating.”",0,5499,@@15177223,women,sg,0.9606662,True
""" This is expected to further promote equity as well as rationalize access to quality higher and technical education for students in need , "" Licuanan added .","""This will hopefully further promote equity and reasonable access to high-quality and technical education opportunities for students in need,"" LiCuanan added.",0,5189,@@10089872,in-need,ph,0.9379915,True
Danniella Westbrook is ' homeless ' and friends fear her nose is ' rotting off ' <h> ' ONE-MAN-SHOW ',"Danniella Westbrook is ""homeless"" and friends worry about her nose ""rotten"" <h>""single show""",0,7548,@@23983586,homeless,gb,0.93217516,True
"I ca n't believe the level of your idiocy , post me newspaper reports where the DA has made electricity a higher agenda than i du n no lets say Nkandla , i should just disappear in a flash of my own logic because the DA was only formed in 2000 .... this is where teh idiocy part comes in we all know they are an amalgamation of teh DP and some other hopeless parties trying to counter the ultimate hopeless party but no ChantOlive they have been too busy ANC bashing and not focusing on key issues in the country .","I don't believe in your habit level, publishing newspaper reports to me where DA makes the electric power agenda more than I would rather say, let me say Nkandla, I should disappear in my own logic, because DA only formed in 2000. The ANC is busy and does not focus on the key issues in the country.",0,2107,@@4842976,hopeless,za,0.7768073,True
""" That 's because I saw this stuff literally every day when I was 3 or 4 years old . So Hollywood was a walk in the park for me , "" DiCaprio explained about the evils he saw growing up poor in Los Angeles . "" I 'd go to parties and it was there and , yeah , there 's that temptation . Hollywood is a very volatile place where artists come in and they essentially say they want to belong . It 's incredibly vulnerable to be an actor and also get criticism at a young age when you 're formulating who you are . We 've seen a lot of people fall victim to that , and it 's very unfortunate . ""","""That's because I see these things every day when I'm 3 or 4. So Hollywood is a walk for me,"" DiCaprio explained. ""I go to parties, yes, there's some temptation. Hollywood is a very turbulent place where artists come and they say they want to belong. It's very vulnerable to criticism from actors and criticism at a young age, and when you're at who you are, we're all expressing you. We've seen a lot of people.",0,3017,@@2284849,vulnerable,us,0.8479913,True
""" He must have thought : ' I do n't want to do this anymore ' . "" Isaac was a child beaten down and feeling hopeless .","""He must have thought, 'I don't want to do this anymore."" Isaac was a child, beaten and felt desperate.",1,4258,@@19832354,hopeless,nz,0.94539297,True
"Nigerian refugees and asylum-seekers who fled Boko Haram violence have been "" forced "" to return to the country , despite previous warnings against such .","Nigerian refugees and asylum seekers who fled the Boko Haram violence have been “forced” to return to the country, despite previous warnings about the situation.",0,8182,@@24276102,refugee,ng,0.992847,True
"Balukhali camp : In the narrow paths and alleyways that thread past the homes of nearly one million Rohingya refugees , there 's nothing that spreads quite as quickly as rumours . With little or no access to television , radio , or other media , the refugees have to rely largely on word of mouth to keep informed not just about what is happening in the camp , but about issues critical to their health , nutrition and even survival .","Balukhali Camp: Through the narrow roads and alleys, through the houses of nearly a million Rohingya refugees, nothing spreads as quickly as the rumor. With little or no access to television, radio or other media, refugees must rely heavily on word of mouth to learn not only what is happening in the camp, but also issues that are crucial to their health, nutrition, and even survival.",0,5664,@@30010853,refugee,bd,0.97042537,True
"McLeod believes the N.W.T. has much to offer Chinese immigrants , "" and many of those immigrants are focused on investment . ""","McLeod believes that N.W.T. provides a lot of things for Chinese immigrants, “many immigrants focus on investment.”",0,4057,@@2076000,immigrant,ca,0.96610713,True
""" There has been some encouraging news in terms of returning players this week . Playing Arsenal away from home is always going to be tough , but I do n't think any present United XI needs to feel vulnerable against them .","“There is some encouraging news on returning to the players this week. It’s always tough to play Arsenal outside, but I don’t think the current Manchester United XI needs to feel vulnerable to them.",0,7400,@@18296113,vulnerable,my,0.92073214,True
"Terrorism is a grave threat to human rights ; conflicts are another . For evidence we have only to turn to the 2014 Country Reports for such nations as the Central African Republic , Iraq , Libya , Somalia , South Sudan , Sudan , Syria , and Ukraine , which has been victimized by its Russian neighbor . Today , an estimated 230 million people live in areas of overt strife , and we are experiencing a crisis in food security . The number of refugees has reached a record level . UNICEF called 2014 one of the most disastrous years ever for children . And in Yemen , Burundi , and elsewhere conflict and civil strife have grown even worse in 2015 .","Terrorism is a serious threat to human rights. Conflict is another. For evidence, we only need to provide 2014 national reports to countries such as the Central African Republic, Iraq, Libya, Somalia, South Sudan, Sudan, Syria and Ukraine, which have been hurt by their Russian neighbors. Today, an estimated 230 million people live in areas of obvious conflict and we are experiencing a food security crisis. The number of refugees reached a record level. UNICEF says 2014 was one of the most disastrous years for children ever. Conflicts and civil conflicts in Yemen, Burundi and elsewhere became worse in 2015.",0,634,@@3381884,refugee,us,0.9645772,True
"The UN currently is falling short of providing effective support to member states , migrants , and the societies that host them . Its member governments need to agree on universal principles to establish an international framework for dealing with migration , and the UN itself should make governance of migration one of its central missions , rather than scattering the task across different agencies .","The United Nations is currently unable to provide effective support to member states, the society that migrates and hosts them. Its member governments need to agree on universal principles to establish an international framework for addressing immigration, and the United Nations itself should make immigration governance one of its central tasks rather than spreading the tasks between different institutions.",0,1580,@@14614574,migrant,lk,0.8150347,True
"Crooks said she is appealing to persons to be more sympathetic to the homeless and mentally ill , as it could happen to anyone .",Crooks said she is drawing more sympathy for homeless people and psychopaths because anyone can happen.,1,4997,@@14176765,homeless,jm,0.84760994,True
"Interacting with media , Adityanath said , "" Uttar Pradesh has scored first place in the implementation of the Pradhan Mantri Awas Yojana and I am happy to inform that in rural areas , we have been successful in providing houses to 11 lakh poor families . ""","""Uttar Pradesh has won the first place in the implementation of Pradhan Mantri Awas Yojana and I am pleased to inform that in rural areas we have successfully provided housing for 1.1 million impoverished families.""",1,8198,@@40060939,poor-families,sg,0.92520225,True
""" Access to those in need is limited by the ongoing fighting and insecurity , "" U.N . spokeswoman Alessandra Vellucci told a news briefing in Geneva .","UN, “Experience to those in need is limited by ongoing combat and insecurity.” spokeswoman Alessandra Vellucci said in Geneva’s press conference.",0,4486,@@9856711,in-need,ke,0.7746964,True
