original_text,text,pcl_label,par_id,art_id,topic,country,similarity,is_augmented
"From his personal story and real-life encounters with poor families , manpower correspondent Toh Yong Chuan suggested shifting the focus from poor parents who repeatedly make bad decisions to their children ( "" Lifting families out of poverty : Focus on the children ; last Thursday ) .","From his personal history and real encounters with poor families, the correspondent Toth Yong Chuan proposed to shift the focus of poor parents, who repeatedly make bad decisions (""Families are lifting out of poverty: concentrating last Thursday).",1,817,@@7532054,poor-families,sg,0.8983802,True
""" Unbelievable . They 're pitting two poor families against each other and making them feel guilty about helping somebody for our entertainment ? ""","""Incredible. They are two poor families against each other and make them guilty of helping someone for our entertainment?""",0,89,@@3317664,poor-families,au,0.9278977,True
"In a follow-up Instagram post , Reyez detailed , "" Yes this is who gatekeeper is about . My experience did n't get this awful . I hope these women find justice . ""","In a follow-up instagram contribution, Reyez made it: ""Yes, that is who gatekeeper is doing. My experience has not been terrible. I hope these women find justice.""",0,751,@@24610584,women,ng,0.9520057,True
"The President of Ufuoma Fish Farmers Association , a model in the sub West African region with over 600 farmers operating in a cluster , told our correspondent that his association is capable of meeting 70% of protein needs of Deltans if given the desired support .","The President of the UFUOMA FISH FARMERS Association, a model in the West African region of Sub -Africa with over 600 farmers who work in a cluster, informed our correspondent that his association was able to meet 70% of the protein needs of deltans if he receives the desired support.",0,203,@@17188116,in-need,ng,0.960674,True
""" I 'm happy enough now . I 'm hopefully going into LIT to do social care and after the four years do a year add-on to work with disabled children in primary school , "" the Kilmallock man explained .","""I'm happy enough now. I hope to be in Lit to make social care, and after four years I add up to work with disabled children in primary school,"" said the man from Kilmallock.",0,7617,@@20054599,disabled,ie,0.95350754,True
"Thus , the education -- labour market connection is characterised by a vicious circle whereby poor children obtain poor quality education , which in turn limits their participation in the economy and obstructs the next generation 's efforts to get a good education . Our research has identified low-quality education as the main poverty trap holding back upward mobility of children from poor families .","Therefore, the training - labor market connection by a vicious circle is characterized by poor children, which in turn restricts their participation in the economy and the efforts of the next generation to maintain good training. Our research has determined an inferior education as the main mutum trap that holds back the mobility of children from poor families.",1,3087,@@23215041,poor-families,ie,0.750491,True
"Nawal Soufi , an Arabic-speaking Italian based in Sicily who is often contacted by migrants in distress , told AFP she had had a call earlier today about a boat in trouble with some 600 people on board .","Nawal Soufi, an Arab -speaking Italian based in Sicily, who is often contacted by migrants in need, said AFP that she had a call in difficulties with around 600 people today.",0,1202,@@3489267,migrant,ie,0.8325145,True
""" Because it was easier and cheaper than Europe , "" he says . "" At that time Australia was a leading country , welcoming refugees and giving them shelter . I was thinking about the future of my children and thinking about the future of my own life . "" At that time too , record numbers of asylum seekers were reaching Australia by boat and the Gillard government was desperately casting around for ways to deter them . Mr Syed hopes his family can keep themselves relatively safe in Quetta secluded in the predominantly Hazara suburb where they live . To travel outside that enclave is to take a grave risk . This is consistent with independent reports on the situation in the city . The Human Rights Commission of Pakistan says the city 's Hazaras "" have retreated to just a couple of localities in Quetta to avoid being targeted "" .","""Because it was easier and cheaper than Europe,"" he says. ""At that time, Australia was a leading country that welcomed refugees and gave them protection. I thought about the future of my children and thought about the future of my own life."" At that time, the number of asylum seekers that Australia reached by boat also reached, and Gillard's government was desperate to prevent them. Mr. Syed hopes that his family in Quetta can keep himself relatively safely in the mostly Hazara suburb in which she live. Outside of these enclave, take a serious risk. This is in accordance with independent reports about the situation in the city. Pakistan's human rights commission says that the city of Hazaras ""have only withdrawn in a few places in Quetta so as not to be targeted"".",0,4395,@@2658601,refugee,au,0.9812506,True
"Mr Tuju , the Cabinet Secretary without portfolio , says the government is on top of the humanitarian crisis situation across the country and will ensure those in need receive the help they need .","Mr. Tuju, the cabinet secretary without a portfolio, says that the government is over the humanitarian crisis situation across the country and will ensure that the needy will receive the help you need.",0,5718,@@24433372,in-need,ke,0.9260484,True
"This is one of the doors , which the foreign investors use or likely to use . Unfortunately the provision does not qualify and specify the nature of immigrant quota . Asians are now flooded the market under the name of foreign investors .","This is one of the doors that the foreign investors use or probably use. Unfortunately, the provision does not qualify and does not indicate the type of immigration rate. Asians are now flooded with the market under the name of foreign investors.",0,2646,@@1794867,immigrant,tz,0.88289315,True
"The storm 's path forced the largest evacuation in Miami-Dade County history and sent millions of Floridians fleeing . It 's the first major hurricane to hit Florida since Wilma in 2005 and has already laid waste to the small island of Barbuda , killed at least 25 people and left thousands homeless across the Caribbean .","The path of the storm forced the greatest evacuation in the history of the Miami-Dade district and had millions of Floridians flee. It is the first great hurricane who has hit Florida since Wilma in 2005, and has already added the small island of Barbuda, killed at least 25 people and left thousands of homeless people over the Caribbean.",0,5789,@@20471590,homeless,in,0.94449735,True
"Research shows that families constitute a large and growing percentage of the area 's homeless population , especially in rural areas . Abuse , underemployment , serious illness and social isolation can often put a family in crisis with no place to go . Home Horizon bridges the identified critical gap between emergency shelter and independent living by finding vulnerable people in crisis a safe place to live through transitional housing and personal support/counselling to re-establish their lives .","Studies show that families represent a large and growing percentage of the homeless population of the area, especially in rural areas. Abuse, underemployment, serious illnesses and social isolation can often bring a family into a crisis without being able to walk. Home Horizon Brindugs The identified critical gap between emergency accommodation and independent life by finding people in need of protection in the crises in order to live a safe place through transitional accommodation and personal support/advice to restore their lives.",0,1180,@@4292818,homeless,ca,0.92148685,True
"U.S. and European officials remain deeply worried over what they say are unrelenting Russian actions -- including cyber attacks , fake news reports and support for right-wing parties -- aimed at boosting the election prospects of anti-immigrant politicians in France , Germany and the Netherlands and undermining popular support for the European Union and NATO .","US and European civil servants are still deeply concerned about what they say, incessant Russian actions-incoming cyber attacks, fake news and support for right-wing parties who aim to increase the election prospects of politicians in France, Germany and the Netherlands and to support the population for the European Union and NATO.",0,205,@@16987193,immigrant,my,0.9044803,True
- Audit/upgrade PRD and BOS to handle the anticipated explosion of homelessness .,- Audit/upgrade PRD and BOS to cope with the expected explosion of homelessness.,0,2941,@@21367593,homeless,jm,0.9865568,True
""" If a single human being is rendered homeless and forced to live in the street in any country , it is shame to the people of that country , "" he adds .","""If a single person is homeless and forced to live on the street in a country, it is shame for people in this country,"" he adds.",1,3954,@@1815374,homeless,tz,0.9675657,True
"Throughout history , the Philippines has accepted refugees , among them White Russians in the ' 20s , Jewish refugees in the ' 30s , the Vietnamese boat people in the ' 70s , and refugees from East Timor in 2000 .","In the course of history, the Philippines accepted refugees, including white Russians in the 1920s, Jewish refugees in the 1930s, the Vietnamese boat people in the 1970s and refugees from East Timor in 2000.",0,6018,@@19109286,refugee,ph,0.96405154,True
""" This nostalgia of homelessness is the fate of my generation and tribe . I am not the only one walking on this pathway of anguish , a whole caravan of wounded souls is walking with me . "" ( Ashfaq Ahmed )","""This nostalgia of homelessness is the fate of my generation and my tribe. I am not the only one who goes in this way of fear, a whole caravan of wounded souls is changing with me."" (Ashfaq Ahmed)",1,1123,@@4661628,homeless,pk,0.9428576,True
"The governor of the home state of the late sage is bent on destroying the pillars upon which the icon built by sending students who are self-sponsored or from poor families but struggling to get good education to better their lives out of the school , thereby denying them of one of the fundamental human rights as enshrined in the constitution of the Federal Republic of Nigeria , which he swore to uphold on May , 29 , 2011 .","The governor of the home state of the deceased ways has to destroy the pillars on which the icon is being built, which are sent by students who are sponsored, or have poor families, but difficulties to get good training to get their lives out of school, and then deny that they deny one of the fundamental human rights as an anchored constitution of the Federal Republic refuse from the constitution of the Federal Republic of Nigeria, which he of May, in the May, in the constitution of Nigeria, in the May-29-2011-.",0,561,@@1836575,poor-families,ng,0.7598559,True
"As for disabled residents who have difficulties leaving their homes , there are "" ICA home-visit teams "" who will facilitate the process . It 's an existing procedure , added Mr Lee .","With regard to disabled residents who have difficulty leaving their houses, there are ""ICA home visitors"" that make the process easier. It added an existing procedure, added Mr. Lee.",0,8368,@@15315126,disabled,sg,0.9026945,True
"Film star Reema also believes that this is n't the time for iftar parties so she was n't throwing any . "" I think we should save every penny at this time and send it to help for flood victims . Hundreds of thousands of people are waiting for our help and the money which is otherwise spent on iftar parties should be sent to these people in need , "" she maintained .","Filmstar Reema also believes that this is not the time for IFTAR parties, so she did not. ""I think we should save every cent at this time and send it for flood victims. Hundreds of thousands of people are waiting for our help and the money that is otherwise spent on IFTAR parties should be sent to these people in need,"" she said.",1,7846,@@4517782,in-need,pk,0.9427941,True
"At the Kashmere Gate ISBT , another team of former defence personnel was greeted with a salute of ' Jai Hind saab ' by a homeless man .","Another team of the former defense staff was greeted by a homeless with a greeting from ""Jai Hind Saab"" at Kashmere Gate.",0,3692,@@8287644,homeless,in,0.83609056,True
"Terry has been consistent in his desire to continue playing beyond this season , but the veteran defender 's body is proving increasingly vulnerable to injury and he has not started a Premier League match since straining ankle ligaments against Swansea City in September .","Terry was consistently in his wish to continue to play beyond this season, but the body of the veteran defender has become increasingly susceptible to injuries and since the burden of ankle bands against Swansea City did not launch the Premier League game in September.",0,6305,@@15885262,vulnerable,ng,0.8846182,True
Eye witness who sought anonymity said the illegal immigrants were spotted by some of the villagers who were heading to their farms in the morning .,Eyewitnesses who were looking for anonymity said that the illegal immigrants were discovered by some villagers who went to their farms in the morning.,0,1353,@@1812629,migrant,tz,0.8813967,True
"More than a million migrants have arrived in Germany in the last three years , many of them fleeing conflict in the Middle East , causing concern that anti-Semitism could increase .","In the past three years, more than a million migrants have arrived in Germany, many of them flee from conflicts in the Middle East, which causes concern that anti -Semitism could increase.",0,3711,@@22256772,migrant,us,0.96313107,True
Hawke 's Bay is an early beneficiary with funding allocated to the repair of the Napier to Wairoa railway line which is aimed at taking 5700 logging trucks off a vulnerable road link .,Hawke's Bay is an early beneficiary with financial resources that are assigned to the repair of the Napier to the Wairoa railway line and which aims to take 5700 protocol trucks from an vulnerable road connection.,0,3741,@@23467780,vulnerable,nz,0.9519147,True
"Then , taking the art of counter-intuitive nonsense to supreme heights , we had people saying this is proof that we need to take in more Syrian refugees - conveniently ignoring all the links to Syria shared by the attackers in both Paris and Brussels .","Then, when we took the art of the contrary nonsense to the highest heights, we said that this was proof that we have to take more Syrian refugees - and ignore all links to Syria that the attackers shared both in Paris and in Brussels.",0,1776,@@7919587,refugee,ie,0.9018656,True
"The leave camp want the drawbridge pulled up , they want fewer immigrants , and they express horror at the notion of a "" United States of Europe . ""","The leave camp want the drawbridge pulled up , they want fewer immigrants , and they express horror at the notion of a "" United States of Europe . """,0,2677,@@9507560,immigrant,nz,0.7338337,False
"From left : Keynote speaker , Prof. Mosunmola Imasogie ; convener , Dr Adepeju Oti ; and representative of the wife of the governor of Oyo state , Mrs Rose Oyedele , at the international conference on raising girls ambition , combating violence against women and the girl-child in Africa and beyond in IbadanNAN PHOTOS","From left: Keynote spokesman, Prof. Mosunmola Imasogy; Convener, Dr. Adepeju Oti; and representatives of the woman of the governor of the state of Oyo, Ms. Rose Oyedele, ambition at the international conference to raise girls, fight violence against women and the girl in Africa and beyond in Ibadannan photos",0,4772,@@16294409,women,ng,0.9589612,True
"In contemporary Nepal , parents of poor families sell their children to orphanages ( or sometimes simply hand them over without any payment ) . The orphanage then misrepresent them as "" orphans "" , ensuring an income for the orphanages .","In today's Nepal, parents of poor families sell their children to orphanages (or sometimes simply hand them over without payment). The orphanage is then wrong as ""orphans"", which guarantees an income for the orphanage.",0,4941,@@21278322,poor-families,gh,0.976918,True
"Tewari said , "" Those people who are in the public domain need to understand that discourse is a two-way thing . Discourse can not be a monologue . ""","Tewari said: ""The people who are publicly accessible have to understand that the discourse is a two-way thing. The discourse cannot be a monologue.""",0,4253,@@4101327,in-need,in,0.9702988,True
"Speaking to the media , one protester said that building a garment factory in Kalkudah would be more productive as it can provide job opportunities to the people who are disabled and those widowed by the war . The protester also condemned the recent attack on two journalists who tried to report on the distillery construction .","In conversation with the media, a demonstrator said that the construction of a clothing factory in Kalkudah would be more productive because it can offer people who are disabled and widowed by the war. The demonstrator also condemned the recent attack on two journalists who tried to report on the distillery construction.",0,5706,@@18307045,disabled,lk,0.89156806,True
It is worth noting that 23 children coming from vulnerable families in the community benefit from scholarship awards from our organization including 3 in pre-school and 20 at the SOS primary school .,"It is worth noting that 23 children from endangered families in the community benefit from scholarship prices from our organization, including 3 in preschool and 20 at the SOS primary school.",1,4160,@@4084206,vulnerable,gb,0.85594124,True
Sri Lanka has emphasized at a recent UN event held in Geneva that it is incumbent on all stakeholders to strive to create a culture of respect for equality and non-discrimination and to work towards dispelling the myth of inferiority attributed to women over centuries .,Sri Lanka emphasized on a recently taking place in Geneva that it is obliged for everyone involved to try to create a culture of respect for equality and non-discrimination and to testify to the testimony of the myth of inferiority that women are attributed over centuries.,0,1786,@@24524877,women,lk,0.89450806,True
"If you or anyone you know is feeling depressed , suicidal or in need of support you can contact Lifeline on 13 11 14 or KidsHelpline 1800 55 1800 . Both lines are staffed around the clock .","If you or someone you know, depressed, suicide or support, you can contact the lifebilts under 13 11 14 or Kidshelpline 1800 55 1800. Both lines are occupied around the clock.",0,8293,@@15744494,in-need,au,0.9115069,True
"In 1918 , Anzac soldiers not only witnessed some of the killings in what is now modern day Syria , but a film crew was with them , and captured precious footage of refugees fleeing the slaughter .","In 1918, Anzac soldiers experienced not only some of the murders in today's modern Syria, but also a film team that was with them, and aroused valuable film material from refugees that fled before slaughter.",0,7367,@@4891829,refugee,nz,0.915158,True
A Brisbane woman behind a charity committed to providing women in need with personal hygiene products says no woman should ever be forced to go without .,"A woman in Brisbane behind a charity who is committed to making women available in need with personal hygiene products, says that no woman should ever be forced to go up.",1,8685,@@8303210,in-need,au,0.8671005,True
""" The organizers have directed the council to get us off the streets . We feel a little bit like homeless people . ""","""The organizers have instructed the advice to get us off the streets. We feel a bit like homeless.""",0,7950,@@24117555,homeless,hk,0.8866413,True
The emir said the call became imperative in order to encourage the younger generation especially those from poor families to achieve their educational aspirations .,"The Emir said that the call had become essential to encourage the younger generation, especially those from poor families to achieve their educational commitments.",0,7318,@@20140899,poor-families,ng,0.9413114,True
""" It 's a major problem , especially attracting the new immigrants who are coming over now , "" Michael continued . "" It 's very difficult to get them interested in the association . ""","""It is a big problem, especially to attract the new immigrants who are now coming by,"" continued Michael. ""It is very difficult to be interested in the club.""",0,2488,@@4810728,immigrant,ie,0.8737048,True
"Nerdy Fashionista , hopeless shopaholic , shamelessly vain and a firm believer in "" ALWAYS "" looking fabulous even through her hectic &amp; frustrating role as a Bio . Engineer . Nurturing a secret crush on all fashionable Men , she wishes she 'd have a Men 's fashion line one day . Her glasses and confidence are her best accessories regardless of countless jewelry and cute shoes and bags . Be sure to trust fashion through her eyes ! @toekunbore : do n't be shy to say hi on twitter !","Nerdy fashionista, hopeless Shopaholic, shameless vain and a firm believer, even through their hectic & amp; Always look fabulous; frustrating role as a biography. Engineer. She drives a secret raven to all fashionable men and wishes to have the model line of a men one day. Your glasses and self -confidence are your best accessories, regardless of countless jewelry and cute shoes and bags. Trust fashion through your eyes! @Toekunbor: Don't be shy to say hello on Twitter!",0,5598,@@1811744,hopeless,ng,0.9006458,True
"Hollywood has struggled with diversity and accusations of discrimination against racial minorities and women , "" but this is taking it a step further . It 's not we 're ignoring people , it 's we 're abusing people . """,Hollywood has to deal with diversity and accusations of discrimination against racial minorities and women.,0,2312,@@21553696,women,ke,0.76117045,True
"Co-founder of Motivation , David Constantine MBE , said : "" Disabled people can be the most vulnerable in a disaster and are often deprived of rescue and evacuation services .","The co-founder of motivation, David Constantine MBE, said: ""Disabled people can be most susceptible to a disaster and is often deprived of rescue and evacuation services.",0,959,@@662217,vulnerable,gb,0.98757493,True
"A charity based in Cork that trains assistance dogs to assist physically disabled children and adults to carry out a range of practical tasks , is celebrating securing backing from the charitable arm of one of the UK 's biggest and most successful independent pet food companies .","A charity based in Cork, which instructs assistant dogs in order to support physically disabled children and adults in executing a series of practical tasks, celebrates the support of the non -profit arms of one of the largest and most successful independent animal feed companies in the UK.",0,5018,@@21262314,disabled,ie,0.9233094,True
"Carlos Martinez ( 3-4 ) struggled in his fourth start since returning from the disabled list ( right lat strain ) . He allowed seven runs ? five earned ? on eight hits in four innings with two walks , three strikeouts and two wild pitches . The right-hander is 0-2 with an 8.10 ERA since being activated on June 4 .","Carlos Martinez (3-4) fought in his fourth start since returning from the list of disabled people (right-wing Lat-Stamm). He allowed seven runs? Five deserved? With eight goals in four innings with two walks, three strike outs and two wild parking spaces. The right-hander has been 0-2 with an ERA of 8.10 since it was activated on June 4th.",0,4956,@@25257526,disabled,us,0.8808716,True
Staff of Chicago 's Department of Family and Support Services spent the day patrolling areas where the homeless are known to congregate .,The Ministry of Family and Support Services of Chicago have spent the day patrol areas in which the homeless are known to gather.,0,5949,@@2214419,homeless,au,0.86081487,True
"Even if the dog had been a homeless stray , she said , it should not have been euthanised on the spot .","Even if the dog had been a homeless stray, she said if it shouldn't have been put to sleep on site.",0,636,@@21088988,homeless,my,0.81519747,True
"Activists such as Abidi , paralympic athelete Pradeep Raj and Dr Satendra Singh , coordinator , enabling unit , University College of Medical Sciences , also questioned the idea of have one or two exclusive coaches for the disabled in a train , terming this as "" apartheid "" against the disabled .","Activists such as Abidi, Paralympic Athelete Pradeep Raj and Dr. Satendra Singh, coordinator, also enable the unit of the University College of Medical Sciences to have one or two exclusive coaches for disabled people on a train in order to call this ""apartheid"" against the disabled.",0,1905,@@7064344,disabled,in,0.96678126,True
""" Numerous roads across the country were blocked , stopping emergency vehicles getting to people in need and an ambulance is now off the road while being repaired , "" said Deputy Chief Constable Mark Roberts , the NPCC Lead for Football Policing .","""Numerous streets across the country have been blocked, and it hired that the emergency vehicles for the needy people do justice to the needy, and an ambulance is now off the road while they are repaired,"" said deputy chief Constable Mark Roberts, the NPCC lead for the football police.",0,8334,@@25604249,in-need,gh,0.91360766,True
Al-Shabaab militants have isolated Hudur and many other towns in Bakool from other towns in the country and have been blocking humanitarian assistance from reaching vulnerable populations there .,Al-Shabaab militants have isolated Hudur and many other cities in Bakool from other cities in the country and blocked humanitarian aid to achieve endangered population groups.,0,6227,@@9475607,vulnerable,ke,0.96262634,True
"However , "" when a major male rock star who could do anything at all with his life decides to focus on the rights of women and girls worldwide - well , all that 's worth celebrating "" .","""When a great male rock star who could do everything with his life, decides to concentrate on the rights of women and girls worldwide - everything it is worth celebrating"".",0,5499,@@15177223,women,sg,0.9483447,True
""" This is expected to further promote equity as well as rationalize access to quality higher and technical education for students in need , "" Licuanan added .","""This is expected to promote equity and rationalize access to high -quality and technical training for needy students,"" added Licuanan.",0,5189,@@10089872,in-need,ph,0.90054005,True
Danniella Westbrook is ' homeless ' and friends fear her nose is ' rotting off ' <h> ' ONE-MAN-SHOW ',Danniella Westbrook is' homeless' and friends fear that their nose '<h>' one-man show 'rots ”.,0,7548,@@23983586,homeless,gb,0.932142,True
"I ca n't believe the level of your idiocy , post me newspaper reports where the DA has made electricity a higher agenda than i du n no lets say Nkandla , i should just disappear in a flash of my own logic because the DA was only formed in 2000 .... this is where teh idiocy part comes in we all know they are an amalgamation of teh DP and some other hopeless parties trying to counter the ultimate hopeless party but no ChantOlive they have been too busy ANC bashing and not focusing on key issues in the country .","I ca n't believe the level of your idiocy , post me newspaper reports where the DA has made electricity a higher agenda than i du n no lets say Nkandla , i should just disappear in a flash of my own logic because the DA was only formed in 2000 .... this is where teh idiocy part comes in we all know they are an amalgamation of teh DP and some other hopeless parties trying to counter the ultimate hopeless party but no ChantOlive they have been too busy ANC bashing and not focusing on key issues in the country .",0,2107,@@4842976,hopeless,za,0.72483987,False
""" That 's because I saw this stuff literally every day when I was 3 or 4 years old . So Hollywood was a walk in the park for me , "" DiCaprio explained about the evils he saw growing up poor in Los Angeles . "" I 'd go to parties and it was there and , yeah , there 's that temptation . Hollywood is a very volatile place where artists come in and they essentially say they want to belong . It 's incredibly vulnerable to be an actor and also get criticism at a young age when you 're formulating who you are . We 've seen a lot of people fall victim to that , and it 's very unfortunate . ""","""This is literally because I saw this stuff every day when I was 3 or 4 years old. So Hollywood was a walk in the park for me,"" said DiCaprio about the evil he saw in Los Angeles arm. ""I go to parties and it was there and yes, there is this temptation. Hollywood is a very volatile place where artists come in and essentially say that they want to belong. It is incredibly vulnerable to be actors and to be criticized if they have the wording at a young age.",0,3017,@@2284849,vulnerable,us,0.9245509,True
""" He must have thought : ' I do n't want to do this anymore ' . "" Isaac was a child beaten down and feeling hopeless .","""He must have thought: 'I don't want to do that anymore'."" Isaac was a child who was put down and feels hopeless.",1,4258,@@19832354,hopeless,nz,0.95965815,True
"Nigerian refugees and asylum-seekers who fled Boko Haram violence have been "" forced "" to return to the country , despite previous warnings against such .","Nigerian refugees and asylum seekers who fled from the violence from Boko Haram were ""forced"" to return to the country despite previous warnings.",0,8182,@@24276102,refugee,ng,0.97872627,True
"Balukhali camp : In the narrow paths and alleyways that thread past the homes of nearly one million Rohingya refugees , there 's nothing that spreads quite as quickly as rumours . With little or no access to television , radio , or other media , the refugees have to rely largely on word of mouth to keep informed not just about what is happening in the camp , but about issues critical to their health , nutrition and even survival .","Balukhali Camp: In the narrow paths and alleys that thread the houses of almost a million Rohingya refugees, there is nothing that spreads as quickly as rumors. With little or even access to television, radio or other media, the refugees have to rely on mouth propaganda largely in order not only to keep up to date on what happens in the warehouse, but also about problems that are for their health, nutrition and even survival.",0,5664,@@30010853,refugee,bd,0.95309365,True
"McLeod believes the N.W.T. has much to offer Chinese immigrants , "" and many of those immigrants are focused on investment . ""","McLeod believes that the n.w.t. Has a lot to offer Chinese immigrants, ""and many of these immigrants focus on investments.""",0,4057,@@2076000,immigrant,ca,0.98543364,True
""" There has been some encouraging news in terms of returning players this week . Playing Arsenal away from home is always going to be tough , but I do n't think any present United XI needs to feel vulnerable against them .","""There were some encouraging news to return this week. Playing Arsenal from home is always difficult, but I don't think a current United XI has to feel susceptible to her.",0,7400,@@18296113,vulnerable,my,0.81767213,True
"Terrorism is a grave threat to human rights ; conflicts are another . For evidence we have only to turn to the 2014 Country Reports for such nations as the Central African Republic , Iraq , Libya , Somalia , South Sudan , Sudan , Syria , and Ukraine , which has been victimized by its Russian neighbor . Today , an estimated 230 million people live in areas of overt strife , and we are experiencing a crisis in food security . The number of refugees has reached a record level . UNICEF called 2014 one of the most disastrous years ever for children . And in Yemen , Burundi , and elsewhere conflict and civil strife have grown even worse in 2015 .","Terrorism is a serious threat to human rights; Conflicts are different. For evidence, we only have to contact the country reports from 2014 for nations such as the Central African Republic, Iraq, Libya, Somalia, Südsudan, Sudan, Syria and Ukraine, which were sacrificed by its Russian neighbor. Today an estimated 230 million people live in areas of open arguments, and we are experiencing a crisis in nutritional security. The number of refugees has reached a record level. In 2014, Unicef ​​described one of the most catastrophic years for children. And in Yemen, Burundi and elsewhere, conflicts and civilian disputes are worse in 2015.",0,634,@@3381884,refugee,us,0.95880747,True
"The UN currently is falling short of providing effective support to member states , migrants , and the societies that host them . Its member governments need to agree on universal principles to establish an international framework for dealing with migration , and the UN itself should make governance of migration one of its central missions , rather than scattering the task across different agencies .","The United Nations can currently effectively support the Member States, migrants and the companies they organize. His member governments have to agree on universal principles in order to create an international framework for dealing with migration, and the UN itself should make the government of migration one of its central missions instead of spreading the task across different agencies.",0,1580,@@14614574,migrant,lk,0.859457,True
"Crooks said she is appealing to persons to be more sympathetic to the homeless and mentally ill , as it could happen to anyone .","Crooks said she appealed to the people, the homeless and mentally ill, as someone could happen.",1,4997,@@14176765,homeless,jm,0.86010253,True
