original_text,text,pcl_label,par_id,art_id,topic,country,similarity,is_augmented
Hawke 's Bay is an early beneficiary with funding allocated to the repair of the Napier to Wairoa railway line which is aimed at taking 5700 logging trucks off a vulnerable road link .,"Hawke's Bay is an early beneficiary with financing allocated for the repair of the Vairoa railway line, which is aimed at taking 5700 log trucks with a vulnerable road link.",0,3741,@@23467780,vulnerable,nz,0.86207277,True
"Then , taking the art of counter-intuitive nonsense to supreme heights , we had people saying this is proof that we need to take in more Syrian refugees - conveniently ignoring all the links to Syria shared by the attackers in both Paris and Brussels .","Then, having delivered the art of conflicting nonsense to the highest height, we had people who said that this is evidence that we need to take more Syrian refugees - it is convenient to ignore all the ties with Syria, divided by attackers both in Paris and Brussels.",0,1776,@@7919587,refugee,ie,0.8723743,True
"The leave camp want the drawbridge pulled up , they want fewer immigrants , and they express horror at the notion of a "" United States of Europe . ""","LEAVE CAMP wants to pull up pulling up, they want fewer immigrants, and they are horrified in the idea of ​​the ""United States of Europe.""",0,2677,@@9507560,immigrant,nz,0.85890377,True
"From left : Keynote speaker , Prof. Mosunmola Imasogie ; convener , Dr Adepeju Oti ; and representative of the wife of the governor of Oyo state , Mrs Rose Oyedele , at the international conference on raising girls ambition , combating violence against women and the girl-child in Africa and beyond in IbadanNAN PHOTOS","From left to right: the main speaker, professor of Mosunmol Imasogi; Part -time, doctor of OTI should be; and the representative of the wife of the Governor of the state of OIO, Mrs. Rose Odel, at the International Conference to increase ambitions for girls, the fight against violence against women and girls in Africa and beyond the borders in the photographs of Ibadannan",0,4772,@@16294409,women,ng,0.8269588,True
"In contemporary Nepal , parents of poor families sell their children to orphanages ( or sometimes simply hand them over without any payment ) . The orphanage then misrepresent them as "" orphans "" , ensuring an income for the orphanages .","In modern Nepal, the parents of poor families sell their children in orphanages (or sometimes simply transfer them without any payments). Then the orphanage distorts them as “orphans”, providing income for orphanages.",0,4941,@@21278322,poor-families,gh,0.97282594,True
"Tewari said , "" Those people who are in the public domain need to understand that discourse is a two-way thing . Discourse can not be a monologue . """,Tevari said: “Those people who are in public access should understand that discourse is a bilateral thing. Discourse cannot be a monologue. ”,0,4253,@@4101327,in-need,in,0.8195474,True
"Speaking to the media , one protester said that building a garment factory in Kalkudah would be more productive as it can provide job opportunities to the people who are disabled and those widowed by the war . The protester also condemned the recent attack on two journalists who tried to report on the distillery construction .","Speaking to the media , one protester said that building a garment factory in Kalkudah would be more productive as it can provide job opportunities to the people who are disabled and those widowed by the war . The protester also condemned the recent attack on two journalists who tried to report on the distillery construction .",0,5706,@@18307045,disabled,lk,0.749534,False
It is worth noting that 23 children coming from vulnerable families in the community benefit from scholarship awards from our organization including 3 in pre-school and 20 at the SOS primary school .,"It is worth noting that 23 children arriving from vulnerable families in the community receive benefits from the scholarship from our organization, including 3 in preschool institutions and 20 in the SOS elementary school.",1,4160,@@4084206,vulnerable,gb,0.9446499,True
Sri Lanka has emphasized at a recent UN event held in Geneva that it is incumbent on all stakeholders to strive to create a culture of respect for equality and non-discrimination and to work towards dispelling the myth of inferiority attributed to women over centuries .,Sri Lanka emphasized at a recent UN event held in Geneva that all interested parties are obliged to strive to create a culture of respect for equality and undiscrimination and strive to disperse the myth of inferiority attributed to women for centuries.,0,1786,@@24524877,women,lk,0.92517734,True
"If you or anyone you know is feeling depressed , suicidal or in need of support you can contact Lifeline on 13 11 14 or KidsHelpline 1800 55 1800 . Both lines are staffed around the clock .","If you or someone from your friends feel depressed, suicidal or in need of support, you can contact Lifeline 13 11 14 or Kidshelpline 1800 55 1800. Both lines are equipped around the clock.",0,8293,@@15744494,in-need,au,0.9476501,True
"In 1918 , Anzac soldiers not only witnessed some of the killings in what is now modern day Syria , but a film crew was with them , and captured precious footage of refugees fleeing the slaughter .","In 1918 , Anzac soldiers not only witnessed some of the killings in what is now modern day Syria , but a film crew was with them , and captured precious footage of refugees fleeing the slaughter .",0,7367,@@4891829,refugee,nz,0.67996424,False
A Brisbane woman behind a charity committed to providing women in need with personal hygiene products says no woman should ever be forced to go without .,"A woman from Brisben, standing behind a charitable organization, committed to the provision of needy women with personal hygiene products, says that no woman should never do.",1,8685,@@8303210,in-need,au,0.789935,True
""" The organizers have directed the council to get us off the streets . We feel a little bit like homeless people . """,“The organizers instructed the Council to bring us out of the streets. We feel a little like homeless. ”,0,7950,@@24117555,homeless,hk,0.9433885,True
The emir said the call became imperative in order to encourage the younger generation especially those from poor families to achieve their educational aspirations .,"The emir said that this call became mandatory to encourage the younger generation, especially those of the poor families in order to achieve their educational aspirations.",0,7318,@@20140899,poor-families,ng,0.93046856,True
""" It 's a major problem , especially attracting the new immigrants who are coming over now , "" Michael continued . "" It 's very difficult to get them interested in the association . ""","“This is the main problem, especially attracting new immigrants that come now,” continued Michael. ""It is very difficult to interest them in association.""",0,2488,@@4810728,immigrant,ie,0.9267129,True
"Nerdy Fashionista , hopeless shopaholic , shamelessly vain and a firm believer in "" ALWAYS "" looking fabulous even through her hectic &amp; frustrating role as a Bio . Engineer . Nurturing a secret crush on all fashionable Men , she wishes she 'd have a Men 's fashion line one day . Her glasses and confidence are her best accessories regardless of countless jewelry and cute shoes and bags . Be sure to trust fashion through her eyes ! @toekunbore : do n't be shy to say hi on twitter !","A boring fashionista, a hopeless shopaholic, shamelessly in vain and firmly believe in “always”, looking incredibly even thanks to her restless and lubrication; The disappointing role of the biography. Engineer . Raising the secret love for all fashionable men, she wants her once she had a male fashionable line. Her glasses and confidence are her best accessories, regardless of countless jewelry, cute shoes and bags. Be sure to trust fashion with her eyes! @toekunbor: Feel free to say hello on Twitter!",0,5598,@@1811744,hopeless,ng,0.8557359,True
"Hollywood has struggled with diversity and accusations of discrimination against racial minorities and women , "" but this is taking it a step further . It 's not we 're ignoring people , it 's we 're abusing people . ""","Hollywood fought with diversity and accusations of discrimination against racial minorities and women, “but this takes another step forward. This is not us ""ignore people, we"" we abuse people. """,0,2312,@@21553696,women,ke,0.92267066,True
"Co-founder of Motivation , David Constantine MBE , said : "" Disabled people can be the most vulnerable in a disaster and are often deprived of rescue and evacuation services .","The co-founder of motivation, David Konstantin MBE, said: “People with disabilities can be the most vulnerable to disaster and are often devoid of salvation and evacuation services.",0,959,@@662217,vulnerable,gb,0.8965632,True
"A charity based in Cork that trains assistance dogs to assist physically disabled children and adults to carry out a range of practical tasks , is celebrating securing backing from the charitable arm of one of the UK 's biggest and most successful independent pet food companies .","A charity based in Cork that trains assistance dogs to assist physically disabled children and adults to carry out a range of practical tasks , is celebrating securing backing from the charitable arm of one of the UK 's biggest and most successful independent pet food companies .",0,5018,@@21262314,disabled,ie,0.67559946,False
"Carlos Martinez ( 3-4 ) struggled in his fourth start since returning from the disabled list ( right lat strain ) . He allowed seven runs ? five earned ? on eight hits in four innings with two walks , three strikeouts and two wild pitches . The right-hander is 0-2 with an 8.10 ERA since being activated on June 4 .","Carlos Martinez (3-4) fought in his fourth start from the moment of returning from the list of disconnects (right LAT strain). Has he allowed seven runs? Five earned? In eight hits in four feeds with two walks, three auto and two wild fields. Rightie is 0-2 from 8.10 of the era from the moment of activation on June 4.",0,4956,@@25257526,disabled,us,0.8611353,True
Staff of Chicago 's Department of Family and Support Services spent the day patrolling areas where the homeless are known to congregate .,"Employees of the Chicago Department of Family and Auxiliary Services held the day of patrolling the districts, where, as you know, homeless people are being taken.",0,5949,@@2214419,homeless,au,0.8501856,True
"Even if the dog had been a homeless stray , she said , it should not have been euthanised on the spot .","Even if the dog were homeless homeless, she said, she should not have been assigned in place.",0,636,@@21088988,homeless,my,0.79831684,True
"Activists such as Abidi , paralympic athelete Pradeep Raj and Dr Satendra Singh , coordinator , enabling unit , University College of Medical Sciences , also questioned the idea of have one or two exclusive coaches for the disabled in a train , terming this as "" apartheid "" against the disabled .","Activists such as Abidi, Paralympic Atelete Pradip Raj and D -r Sutentra Singh, coordinator, which allows a unit, a university college of medical sciences, also questioned the idea of ​​one or two exclusive trainers for disabled people on a train, calling this an “apartheid” against the disabled.",0,1905,@@7064344,disabled,in,0.9215902,True
""" Numerous roads across the country were blocked , stopping emergency vehicles getting to people in need and an ambulance is now off the road while being repaired , "" said Deputy Chief Constable Mark Roberts , the NPCC Lead for Football Policing .","“Numerous roads throughout the country were blocked, stopping ambulances that fall into those in need, and the ambulance will currently leave the road during the repair,” said the Deputy Chief Constable Mark Roberts, the NPCs leader in the football police.",0,8334,@@25604249,in-need,gh,0.9182898,True
Al-Shabaab militants have isolated Hudur and many other towns in Bakool from other towns in the country and have been blocking humanitarian assistance from reaching vulnerable populations there .,Al-Shabaab militants have isolated Hudur and many other towns in Bakool from other towns in the country and have been blocking humanitarian assistance from reaching vulnerable populations there .,0,6227,@@9475607,vulnerable,ke,0.6605624,False
"However , "" when a major male rock star who could do anything at all with his life decides to focus on the rights of women and girls worldwide - well , all that 's worth celebrating "" .","Nevertheless, ""when a large male rock star, which in general, can do something with its own life, decides to focus on the rights of women and girls around the world -well, everything that is worthwhile to celebrate.""",0,5499,@@15177223,women,sg,0.9061454,True
""" This is expected to further promote equity as well as rationalize access to quality higher and technical education for students in need , "" Licuanan added .",""" This is expected to further promote equity as well as rationalize access to quality higher and technical education for students in need , "" Licuanan added .",0,5189,@@10089872,in-need,ph,0.7237813,False
Danniella Westbrook is ' homeless ' and friends fear her nose is ' rotting off ' <h> ' ONE-MAN-SHOW ',"Danniella Westbrook is a ""homeless"", and friends are afraid that her nose ""rot"" <h>. """,0,7548,@@23983586,homeless,gb,0.9007206,True
"I ca n't believe the level of your idiocy , post me newspaper reports where the DA has made electricity a higher agenda than i du n no lets say Nkandla , i should just disappear in a flash of my own logic because the DA was only formed in 2000 .... this is where teh idiocy part comes in we all know they are an amalgamation of teh DP and some other hopeless parties trying to counter the ultimate hopeless party but no ChantOlive they have been too busy ANC bashing and not focusing on key issues in the country .","I do not believe in the level of your idiocy, publish reports on newspapers where DA made electricity a higher agenda of the day than I will not say that NKANDLA, I should just disappear in the outbreak of my own logic, because DA was formed only in 2000 .... This is where the idiocych was chanted, they were too busy and did not focus on key issues in the country.",0,2107,@@4842976,hopeless,za,0.87709486,True
""" That 's because I saw this stuff literally every day when I was 3 or 4 years old . So Hollywood was a walk in the park for me , "" DiCaprio explained about the evils he saw growing up poor in Los Angeles . "" I 'd go to parties and it was there and , yeah , there 's that temptation . Hollywood is a very volatile place where artists come in and they essentially say they want to belong . It 's incredibly vulnerable to be an actor and also get criticism at a young age when you 're formulating who you are . We 've seen a lot of people fall victim to that , and it 's very unfortunate . ""","“This is because I saw this material literally every day, when I was 3 or 4 years old. So Hollywood was a walk in the park for me, ”DiCaprio explained about the evil that he saw, grew up to the poor in Los -Andheles. “I go to parties, and it was there, and, yes, there is a temptation. Hollywood is a very variable place where artists come, and they, in fact, say they want to belong. It is incredibly vulnerable to be an actor, and are also criticized at a young age when you ""decide who you are."" We saw how many people became victims of this, and this, unfortunately.",0,3017,@@2284849,vulnerable,us,0.94620776,True
""" He must have thought : ' I do n't want to do this anymore ' . "" Isaac was a child beaten down and feeling hopeless .","""He must have thought:"" I don't want to do this anymore. "" Isaac was a beaten child and felt hopeless.",1,4258,@@19832354,hopeless,nz,0.9781966,True
"Nigerian refugees and asylum-seekers who fled Boko Haram violence have been "" forced "" to return to the country , despite previous warnings against such .","Nigerian refugees and asylum seekers who fled from violence with Boko Haram were “forced” to return to the country, despite previous warnings against this.",0,8182,@@24276102,refugee,ng,0.98257697,True
"Balukhali camp : In the narrow paths and alleyways that thread past the homes of nearly one million Rohingya refugees , there 's nothing that spreads quite as quickly as rumours . With little or no access to television , radio , or other media , the refugees have to rely largely on word of mouth to keep informed not just about what is happening in the camp , but about issues critical to their health , nutrition and even survival .","Balukhali camp : In the narrow paths and alleyways that thread past the homes of nearly one million Rohingya refugees , there 's nothing that spreads quite as quickly as rumours . With little or no access to television , radio , or other media , the refugees have to rely largely on word of mouth to keep informed not just about what is happening in the camp , but about issues critical to their health , nutrition and even survival .",0,5664,@@30010853,refugee,bd,0.682058,False
"McLeod believes the N.W.T. has much to offer Chinese immigrants , "" and many of those immigrants are focused on investment . ""","MacLeod believes that N.V.T. There are many to offer Chinese immigrants, ”and many of these immigrants are focused on investments.”",0,4057,@@2076000,immigrant,ca,0.8103406,True
""" There has been some encouraging news in terms of returning players this week . Playing Arsenal away from home is always going to be tough , but I do n't think any present United XI needs to feel vulnerable against them .","“This week some encouraging news about the return of players appeared. The game of the arsenal far from the house will always be difficult, but I do not think that what kind of Libo the current United XI should feel vulnerable against them.",0,7400,@@18296113,vulnerable,my,0.82395685,True
"Terrorism is a grave threat to human rights ; conflicts are another . For evidence we have only to turn to the 2014 Country Reports for such nations as the Central African Republic , Iraq , Libya , Somalia , South Sudan , Sudan , Syria , and Ukraine , which has been victimized by its Russian neighbor . Today , an estimated 230 million people live in areas of overt strife , and we are experiencing a crisis in food security . The number of refugees has reached a record level . UNICEF called 2014 one of the most disastrous years ever for children . And in Yemen , Burundi , and elsewhere conflict and civil strife have grown even worse in 2015 .","Terrorism is a serious threat to human rights; Conflicts are different. For evidence, we must only contact the 2014 country reports for countries such as the Central African Republic, Iraq, Libya, Somalia, South Sudan, Sudan, Syria and Ukraine, which became a victim of his Russian neighbor. Today, according to estimates, 230 million people live in areas of obvious struggle, and we are experiencing a crisis in the field of food security. The number of refugees has reached a record level. Unisef called 2014 one of the most catastrophic years for children. And in Yemen, Burundi and in other places, conflict and civil struggles in 2015 became even worse.",0,634,@@3381884,refugee,us,0.9409027,True
"The UN currently is falling short of providing effective support to member states , migrants , and the societies that host them . Its member governments need to agree on universal principles to establish an international framework for dealing with migration , and the UN itself should make governance of migration one of its central missions , rather than scattering the task across different agencies .","Currently, the UN does not reach effective support to member states, migrants and societies that accept them. The governments of its members should agree on universal principles for creating an international basis for the fight against migration, and the UN itself should make management of the migration of one of its central missions, and not scatter the task in different institutions.",0,1580,@@14614574,migrant,lk,0.85809255,True
"Crooks said she is appealing to persons to be more sympathetic to the homeless and mentally ill , as it could happen to anyone .","Cruks said that she attracts people to ensure that they are more sympathetic homeless and mentally ill, as this can happen to anyone.",1,4997,@@14176765,homeless,jm,0.7630705,True
